Processed_Sentence,Etiket
sür lufthansa iş se seda kes,suç
jimmy sabah mutlu,suç
gün tommy nişan ver ol,suç
jimmy heyecan san nişan ver oy,suç
tommy nin ev ara ol,suç
haberleş sistem kur seremoni bit bit haber ol,suç
nere anne,suç
bura,suç
ev,suç
ev,suç
çık,suç
harika görün,suç
i̇yi görün,suç
muhteşem görün,suç
dikkatli,suç
tebrik,suç
sev,suç
fazla dini tablo yap,suç
tanrı yardımcı,suç
hoş kal anne,suç
zaman birbiri sıkı dost der,suç
biri de,suç
ada sev,suç
sağlam,suç
sıkı dost biri,suç
anla mu,suç
sıkı dost,suç
kabadayı,suç
jimmy yle ömrübillah nişan al aslen i̇rlandalıydık,suç
anne sicilya ol önem yok,suç
grup parça yüz i̇talyan ol,suç
eski memleket akraba iz sür,suç
siz ver büyük şeref buy,suç
aile grup biri de,suç
siz bulaş de,suç
iste kişi bulaş de,suç
yeter grup üye ol,suç
nev hırsız ehliyet gibi,suç
i̇stediğini yap ehliyet,suç
nişan kaç yıl al,suç
eski toprak,suç
30 yıl,suç
30 yıl,suç
anı canlan,suç
de,suç
pike peak zamanla ufacık tep herhalde,suç
jimmy tommy nin nişan al,suç
hep nişan al şe,suç
i̇çimizden grup üye ol,suç
kim konuş,suç
vinnie,suç
vinnie,suç
alın ak çık,suç
hayır sorun,suç
el gele yap çalış,suç
anla,suç
git el gelen yok,suç
de,suç
ara ayrıl,suç
bil,suç
i̇nanamıyorum am koy,suç
öldür,suç
öldür am koy,suç
hassiktir,suç
i̇yi mi,suç
billy batts intikam,suç
şey,suç
yap yok,suç
batts nişan al biri tommy değil,suç
otur yer otur kabullen,suç
i̇talyanlar ara konu,suç
gerçekten iğrenç şe,suç
tommy vur,suç
anne üst açık tabut cenaze töre düzenle,suç
11 mayıs 1980 pazar gün,suç
gün iş,suç
el susturucu eş,suç
jimmy silah götür,suç
kardeş hastane al ev götür gerek,suç
ardından lois atlanta taraf müşteri götür,suç
yeni gelen pittsburgh mal al gerek,suç
anında iste para sıkış anla,suç
sırf iste al iste,suç
lan,suç
uy,suç
ne,suç
bekle,suç
bok par ver,suç
par mar ver,suç
ağız aç,suç
jimmy kız hoş kal de,suç
uyuşturucu bırak,suç
beyin sulan,suç
duy,suç
geri götür,suç
pittsburgh daki eleman zaman silah iste bil,suç
öğle teslimat al o görüş,suç
para geri alacak emin,suç
tanrı,suç
hastane ulaş michael doktor yatır iste,suç
tanrı,suç
bura gel kaz geçir,suç
gece parti yap söyle,suç
i̇yiyim,suç
hadi gel bura,suç
iyi doktor,suç
muayene et,suç
hadi,suç
insaf davran 10 miligram valium ver ev yolla,suç
niyet kardeş ev bırak kare al,suç
i̇şte,suç
şura helikopter gör mu,suç
hemen ön,suç
sabahtan takip et san,suç
sik lan,suç
kafa ye,suç
de,suç
ne dön bil,suç
üçüncü gör,suç
hastane gör,suç
yer dur gerek,suç
sefer gör,suç
şehir taraf dolaş gün gör,suç
akşam yemek yap,suç
domates sos sığır et dana incik ağır ateş pişir,suç
michael sev yemek,suç
su makarna yap,suç
ateş kırmızı biber közle zeytinyağı sarmısak,suç
taze fasulye sun niyet,suç
uygun şekil dilimle,suç
pirzola kızart yemek iştah aç sun,suç
saat ev ol,suç
yemek erken başla niyet,suç
kare jimmy nin iste silah götür,suç
lois gece atlanta götür paket teslim al,suç
sürekli pencere dışarı bak helikopter git gör,suç
michael sos dikkat,suç
michael amca nızla bekle,suç
kardeş michael dan sos bak iste kare dışarı çık,suç
tanrı,suç
gör,suç
gör,suç
bak,suç
lanet olası,suç
i̇şte,suç
annenler git,suç
gör,suç
de,suç
tuhaf,suç
tuhaf,suç
dünya son,suç
annenler git,suç
i̇çeri gir anne söyle dışarı şe dokun,suç
şe,suç
annenler git mi,suç
i̇lla bura gel gerek,suç
hadi alışveriş,suç
hayır kafa üşü,suç
sabahtan takip,suç
de,suç
paranoyak ol düşün,suç
helikopter götür zaman anla paranoyak ol,suç
hadi içeri gir,suç
evet git,suç
se duy,suç
hadi,suç
annenler dön,suç
i̇yiler,suç
iyi,suç
mükemmel,suç
paranoyak de,suç
de mi,suç
çek lazım,suç
helikopter gör iste,suç
gel helikopter göster,suç
gün yeterince helikopter gör,suç
niyet ev git lois yolcu paket hazırla,suç
aynı zaman sandy git mal kin karış,suç
sandy nin yaka düş bil,suç
ardından ev yemek pişir bitir lois yolcu hazır et,suç
ara sandy,suç
baş bela,suç
zaman gel,suç
saat ol,suç
gece kal,suç
kal,suç
gece kardeş ben,suç
dur dur,suç
hoş kal,suç
konuş,suç
görüş,suç
görüş,suç
alo,suç
hazır mı,suç
evet,suç
michael söyle sos dip tut,suç
karış sürekli,suç
henry sos dip tut de,suç
karış,suç
yap bil mu,suç
de lois,suç
önem,suç
ara yap zaman ev çık mutlaka,suç
anla,suç
dışarı telefon ara,suç
ciddi,suç
aptal san herhalde,suç
üst gel,suç
yap bil,suç
paçoz karı muhakkak yap,suç
ciddi,suç
can sık,suç
de yap,suç
i̇nanamıyorum am koy,suç
hayat kız,suç
de,suç
telefon kapat yap de,suç
söyle,suç
zırva,suç
telefon el al ev ara,suç
dinle öğren,suç
ev paket çık bil,suç
lois sağ uçuş saat numara bil,suç
ev döner dön yemek yap koy,suç
lois uç saat,suç
kardeş ocak göz kulak ol söyle,suç
zavallı çocuk gün boy domates sos helikopter bak,suç
sandy nin ev git mal karış sos geri dön,suç
bura gel sik git san,suç
yap,suç
git yer,suç
konuş,suç
hadi,suç
i̇yi mi,suç
evet,suç
güven mu,suç
güven mu,suç
güven mu,suç
sonuncu,suç
evet,suç
yalan orospu çocuk,suç
nefret et,suç
köpek masa yedir bırak,suç
özellikle tabak,suç
kes,suç
mecbur,suç
mecbur değil,suç
ev git lazım,suç
demek ev git lazım,suç
gün mal taş,suç
bacak bantla başla,suç
çık,suç
ev git şapka al,suç
unut şapka,suç
dalga geç ben,suç
şapka iste rockaway git gerek,suç
lazım yan ol,suç
şans şapka,suç
o asla uç,suç
lois ne uğraş fark mı,suç
umur,suç
şapka iste,suç
o uç,suç
lanet olası şapka ev götür konu ısrar et yap,suç
paket mutfak sakla ev götür git,suç
şapka,suç
am koy,suç
polis,suç
kıpırda,suç
kımılda orospu çocuk,suç
beyin dağıt,suç
yavaş araba durdur,suç
öl san,suç
ses duy polis anla,suç
polis konuş,suç
sakın kıpırda,suç
mafya ol duy,suç
öl ol,suç
michael kapı kilitle,suç
akıbet,suç
konuş,suç
son zaman kelep takıl,suç
sik kafa sen konuş,suç
sik söyle iste mu,suç
keyif bilir,suç
sik,suç
25 yıl yat,suç
zaman gör kişi,suç
gün helikopter adam,suç
lufthansa iş takip yerel polis düşün,suç
narkotik,suç
avukat çağır,suç
ay takip et,suç
telefon kayıt izle,suç
çocuk tanı,suç
nasıl çocuk,suç
dost,suç
ben konuş iste gece der de,suç
suç biri new york 25 yıl müebbet yol,suç
25 boktan yıl dost,suç
akıl baş al,suç
yap,suç
market alışveriş yap,suç
yap,suç
kek yap,suç
kek pişir,suç
i̇çinde,suç
güzel,suç
hoş kal yarak kafa,suç
attica görüş,suç
jimmy yle konuş,suç
par ver teklif,suç
ne bit öğren iste,suç
sen konuş iste,suç
sik jimmy para,suç
paulie yle iş yolun koy aksi hal öl de,suç
hal kal,suç
dışarı kolay harca kolay,suç
gammazla kork,suç
uzak dur başla,suç
öl,suç
çıkarma lazım,suç
kare anne kefalet ev koy ikna et çık,suç
hapis çık çıkmaz öldür iç his hatırla,suç
paulie nin hala kızgın bil kız biri,suç
jimmy konu endişe,suç
jimmy bil paulie uyuştur iş ben öğren,suç
jimmy öldür,suç
kötü zaman,suç
ev gide güve hisset,suç
amaç polis bul mal sat hayat kal,suç
ardından iş yolun koy sür göz kaybol,suç
kare,suç
hassiktir,suç
bırak mal kare,suç
hepsi tuvalet dök,suç
yap,suç
yap,suç
ev yer sar,suç
mal 60 dol et,suç
par lazım,suç
sahip ol,suç
yap,suç
el ara emir,suç
başka para yok,suç
güven,suç
yap,suç
mecbur,suç
bul,suç
hayat bul,suç
bul,suç
yem et,suç
bul,suç
yap,suç
bul,suç
yap kare,suç
tanrı,suç
mecbur,suç
tanrı,suç
henry,suç
hayır,suç
üzgün paulie,suç
başka de bil,suç
şey iç sıç,suç
evet sıç batır,suç
iyi,suç
güvenilir biri,suç
temiz,suç
çocuk yem temiz,suç
göz iç bak bak yalan söyle,suç
salak koy,suç
değ yok,suç
söyle gel,suç
utan,suç
utan,suç
git başka ye paulie,suç
var,suç
yardım ihtiyaç,suç
sırt dön zor,suç
3 200 dol,suç
ver buy,suç
ömür 3 200 dol,suç
tabut al yet,suç
git,suç
kaç iste,suç
i̇stemiyorum,suç
yap,suç
toparla geri bırak saklan mı,suç
iste henry,suç
i̇stediğin,suç
kal öl,suç
anla,suç
öl,suç
hak,suç
fazla al,suç
i̇yice paranoyak ol,suç
durum,suç
can sıkkın,suç
i̇yi,suç
kendi getir,suç
i̇yi,suç
duy sevin,suç
soru sor,suç
söyle,suç
bil jimmy,suç
kaf yor başka sürü,suç
para,suç
kız gazete oku büyü,suç
ara gerek söyle,suç
sen konuş konuş ara,suç
iş,suç
önem,suç
bura gör gel haber,suç
kayış hepten kopar,suç
dol,suç
sağ jimmy,suç
merak et düzel,suç
güz dior elbise,suç
i̇ster mi,suç
kendi tane seç,suç
anne,suç
hayır,suç
taraf,suç
köşe dükkan,suç
çalıntı mal yüz köşe koy,suç
devam tatlı,suç
görüş,suç
sağ jimmy,suç
endişe et,suç
dene,suç
unut ara lazım,suç
taraf,suç
hemen,suç
hemen köşe,suç
evet,suç
hemen,suç
hayır hayır devam,suç
hemen içeri,suç
jimmy,suç
acele,suç
çocuk anne bak,suç
ev dön,suç
uğra,suç
kare,suç
kare,suç
kork,suç
anahtar al,suç
kare,suç
kork,suç
i̇yi mi,suç
evet,suç
grup parça i siz öldür söyle,suç
işle şekil ol,suç
film küfür arbede falan ol,suç
katil gül gel,suç
arkadaş,suç
ömür boyunca önemse insan,suç
zaman güç yardım muhtaç ol an gel,suç
yüz jimmy yle iki bil kalabalık mekan buluş,suç
15 dakika erken git jimmy nin çok gel,suç
pencere kenar masa tut restoran gel gör,suç
peş biri olmadık emin iste,suç
gergin,suç
şe dokun,suç
görünüşte normal,suç
sözde dosya tartış,suç
iç jimmy nin kendi kurtar,suç
gammazla mı yokla his,suç
tanı telefon konuş de,suç
anla,suç
düzel,suç
dava yırt ihtimal yüksek,suç
hatırla mu çocuk,suç
konuş,suç
bahset anla,suç
evet,suç
çocuk ispiyon tek çık,suç
yakala yakala herkes ispiyonla,suç
yer bil,suç
saklan,suç
anla mu,suç
anthony yle git konu hallet sıkıntı,suç
hayır,suç
el kal,suç
jimmy kimse öldür iste,suç
anthony yle florida git biri öldür iste,suç
i̇şte zaman florida dan asla canlı dön anla,suç
zaman yolla bil söyle söyle,suç
soğuk yer git iste,suç
konu seçi hak,suç
kim yetki,suç
soğuk ye ol,suç
bronşit yüz,suç
tıbbi bronşit var göz ön al,suç
soğuk yer git iste,suç
soru sor mi,suç
aile ol,suç
ol o,suç
gör mi,suç
konuş mı o,suç
şekil bağlantı kur mi,suç
hayır,suç
hayır,suç
dakika,suç
dakika,suç
de,suç
tanrı koru aile hastalan gör mi,suç
hasta yol bulun,suç
olağanüstü durum,suç
yap,suç
yap henry,suç
aile ayrıl,suç
affet,suç
kare söyle,suç
çocuk ben gel yap,suç
ol yap,suç
iste yap,suç
durum,suç
siz henry lazım,suç
git git umur,suç
mutlu şahit şahit et yanında ol iste,suç
henry iste,suç
henry tanık kor program ol,suç
ulaş şans ol,suç
çocuk ulaş ulaş,suç
program gir baş büyük tehlike ol,suç
bil,suç
bil mu,suç
masum ayak yat kare,suç
ses kayıt dinle konuş duy,suç
kokain bahset,suç
henry yle defalarca telefon konuş,suç
önem,suç
hapis gir,suç
dışarı kalıp dava yırt ölü,suç
bil bil,suç
çocuk okul ol,suç
geri kal,suç
wall street git asıl dolandırıcı tutukla,suç
siz tak elbise sat espri anlayış var,suç
gel kare kurtul biz,suç
hayat kurtar hapis uzak tut,suç
sabah jüri geçmiş anlat,suç
orta kaybol kolay,suç
ev kayınvalide üzer,suç
araba eş üzer,suç
sosyal güvenlik numara ehliyet sahte,suç
kullan vergi ver,suç
yaşa göster yegane doğu belge tutuk emir,suç
bugün salon gör mu,suç
evet,suç
jüri üye göster mi,suç
kayıt geç bay hill sanık james conway teşhis,suç
bay hill paul cicero ad kişi tanı mu,suç
evet,suç
bugün salon gör mu,suç
evet,suç
jüri üye göster mi,suç
kayıt geç bay hill sanık paul cicero teşhis,suç
sayın yargıç sun iste belge,suç
zor kısım hayat terk et,suç
hala sev hayat,suç
kas film yıldız muamele gör,suç
şey iste yet,suç
karı anne çocuk aynı kervan,suç
mutfak zulala iç mücevher dolu kese kağıt,suç
yatak başucu kokain dolu şeker kase,suç
o muhbir de,suç
muhbir hayat kal yap,suç
bay hill,suç
i̇tiraz et,suç
i̇tiraz kabul et,suç
muhbir konu bil,suç
bil bay hill,suç
i̇tiraz et sayın yargıç,suç
şiddet göz ön al,suç
i̇stediğim telefon uzak,suç
bedava araba,suç
şehir yan gizli daire anahtar,suç
hafta 20 30 dol bahis oyna,suç
hafta kazan harca,suç
bahis öde tefeci gider,suç
önem değil,suç
önem yok,suç
para kal dışarı çık hırsız yap,suç
kontrol,suç
polis rüşvet ver,suç
avukat hakim rüşvet ver,suç
yol bula,suç
al odakla,suç
son er,suç
zor kısım,suç
bugün fark,suç
aksiyon,suç
bekle gerek,suç
düzgün yemek al,suç
bura gel hemen marinara sos spagetti sipariş et,suç
erişte ketçap gönder,suç
sıradan insan,suç
hayat geri kalan salak tek yaşa,suç
çeviri scarface21 aziz karakaş,suç
henry hill hala tanık kor program nda,suç
1987 yıl washington seattle uyuştur kaçakçı yakala,suç
5 yıl gözetim ceza al,suç
1987 de uyuştur kullan,suç
1989 yıl henry kare 25 yıllık evlilik ayrıl,suç
paul cicero 1988 yıl fort worth federal hapishane n,suç
solunum yet öl,suç
öl 73 yaş,suç
jimmy conway hala new york eyalet hapishane n işle,suç
cinayet 20 yıl müebbet çevir ceza çek,suç
78 yaş ol 2004 yıl şart tahliye uygun ol,suç
